"","Domain","Phylum","Class","Order","Family","Genus","Species"
"otu13443","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu5802","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu305","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","uncultured","uncultured bacterium"
"otu8584","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu9923","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu4887","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","Ambiguous_taxa"
"otu11927","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu4584","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu13183","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu13311","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium",NA
"otu5127","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","Ambiguous_taxa"
"otu8500","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","Ambiguous_taxa"
"otu5251","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","uncultured beta proteobacterium"
"otu1531","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","Ambiguous_taxa"
"otu5095","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium",NA
"otu10398","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","Ambiguous_taxa"
"otu7100","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter","uncultured bacterium"
"otu9053","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu6344","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"otu10146","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu9845","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA
"otu6923","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"otu1440","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Thiobacillus","Ambiguous_taxa"
"otu8503","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","uncultured","Ambiguous_taxa"
"otu2462","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","uncultured","Ambiguous_taxa"
"otu3744","Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA
"otu7612","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","uncultured bacterium"
"otu1588","Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA
"otu14857","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae",NA,NA
"otu671","Bacteria",NA,NA,NA,NA,NA,NA
"otu1453","Bacteria",NA,NA,NA,NA,NA,NA
"otu4468","Bacteria",NA,NA,NA,NA,NA,NA
"otu2010","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Vogesella","Ambiguous_taxa"
"otu1005","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA,NA
"otu1754","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Uliginosibacterium","uncultured bacterium"
"otu10002","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu11040","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Ambiguous_taxa"
"otu672","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu7986","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu840","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu11406","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu12262","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu12439","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu10474","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu10819","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu3749","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Ambiguous_taxa"
"otu4687","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu2170","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","uncultured","uncultured prokaryote"
"otu8219","Bacteria","Proteobacteria","Betaproteobacteria","B1-7BS","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu14947","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu8797","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu5558","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","uncultured","Ambiguous_taxa"
"otu1536","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","uncultured","uncultured soil bacterium"
"otu11819","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA
"otu12970","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"otu7572","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA,NA
"otu8561","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rubrivivax","uncultured bacterium"
"otu6014","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas","uncultured bacterium"
"otu12856","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"otu399","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Verticia","Ambiguous_taxa"
"otu2721","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured bacterium"
"otu7785","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","GKS98 freshwater group","uncultured bacterium"
"otu450","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured bacterium"
"otu12094","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"otu4250","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured bacterium"
"otu14186","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","uncultured beta proteobacterium","uncultured beta proteobacterium","uncultured beta proteobacterium"
"otu15836","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu888","Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA
"otu7384","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured bacterium"
"otu471","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","Ambiguous_taxa"
"otu5339","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","Ambiguous_taxa"
"otu12412","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","Ambiguous_taxa"
"otu701","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu3604","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured",NA
"otu6287","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured",NA
"otu4581","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu502","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu5674","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu268","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu11155","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","Oxytricha trifallax"
"otu2803","Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA
"otu1626","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu377","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu1522","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu16420","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu1327","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu13260","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu223","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu2222","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu10308","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu1064","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu8627","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured bacterium"
"otu4719","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","Ambiguous_taxa"
"otu1300","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","uncultured beta proteobacterium"
"otu5405","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured","Ambiguous_taxa"
"otu16455","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","uncultured",NA
"otu10017","Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA
"otu7172","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","uncultured soil bacterium"
"otu3576","Bacteria","Proteobacteria","Gammaproteobacteria","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu9718","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella putrefaciens"
"otu8979","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Ambiguous_taxa"
"otu3253","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Sodalis",NA
"otu668","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia","Ambiguous_taxa"
"otu8756","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia","Ambiguous_taxa"
"otu13078","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"otu2383","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia","uncultured bacterium"
"otu407","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"otu4351","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Brenneria","Ambiguous_taxa"
"otu7596","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",NA
"otu1375","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Ambiguous_taxa"
"otu9044","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Tolumonas","Ambiguous_taxa"
"otu643","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera","uncultured bacterium"
"otu4587","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu14543","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter",NA
"otu4045","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter",NA
"otu3952","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter","Ambiguous_taxa"
"otu6135","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter","Ambiguous_taxa"
"otu5209","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter",NA
"otu3537","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter","Ambiguous_taxa"
"otu5313","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter","uncultured bacterium"
"otu13020","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter","uncultured bacterium"
"otu9902","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter","uncultured bacterium"
"otu11441","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales Incertae Sedis","Candidatus Competibacter","uncultured bacterium"
"otu7205","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","uncultured","uncultured bacterium","uncultured bacterium"
"otu14459","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales",NA,NA,NA
"otu11188","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Solimonadaceae","Polycyclovorans","uncultured bacterium"
"otu3753","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Solimonadaceae","Polycyclovorans",NA
"otu8273","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Nevskiaceae","uncultured bacterium","uncultured bacterium"
"otu6269","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Nevskiaceae","Nevskia","Persicaria minor"
"otu9112","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Nevskiaceae","Nevskia","uncultured bacterium"
"otu5640","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Solimonadaceae","uncultured","uncultured bacterium"
"otu11359","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Solimonadaceae","Solimonas","uncultured bacterium"
"otu10006","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Solimonadaceae","uncultured","uncultured bacterium"
"otu12899","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Solimonadaceae","uncultured","uncultured Sinobacteraceae bacterium"
"otu5506","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella","uncultured bacterium"
"otu11682","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella","uncultured bacterium"
"otu13869","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu11257","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"otu8277","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"otu14609","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"otu14472","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"otu5851","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella","uncultured bacterium"
"otu13448","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"otu1010","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu9334","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu2091","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu2017","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu11565","Bacteria","Proteobacteria","Gammaproteobacteria","X35","uncultured marine bacterium","uncultured marine bacterium","uncultured marine bacterium"
"otu2134","Bacteria","Proteobacteria","Gammaproteobacteria","X35","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu10533","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu2260","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu7079","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"otu1318","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales",NA,NA,NA
"otu16576","Bacteria","Proteobacteria","Gammaproteobacteria","X35","uncultured bacterium","uncultured bacterium","uncultured bacterium"
